221
--------------------------------
21815274.5335,22214423.6192,22214423.6192,21815274.5335,21787927.5351,22187306.1209,22268834.8208,22184688.1192,22184688.1192,22268834.8208,22397312.9101,22397312.9101,22239099.3208,21417230.6647,21702661.4458,22708237.454,21869685.735,22082310.5259,21869685.735,22027899.3244,21804997.3434,21456856.3479,20830746.0553,22154835.4672,21464656.73,21292957.7406,21713742.242,21542043.2525,21983136.4777,21347368.9421,21104464.1466,20663621.6362,21975336.0956,21596454.4541,22037547.6793,20830746.0553,21975336.0956,20834747.7468,21008742.4247,21182469.2328,21705941.8599,21534242.8704,21270728.7497,21098166.7666,17713801.3935,17626646.1551,17711159.7897,17666295.287,20111678.0069,19825864.9142,20005392.3191,19554717.9164,19949934.1111,19678787.1133,19381733.8137,20755775.18,20436110.6517,19734245.3213,20449126.0444,20075947.1373,20305843.7291,20625508.2575,19625272.7346,20111219.7139,19840072.7162,20519680.8626,19804800.1395,20431342.5352,17630966.8635,19553405.6133,19732933.0182,20004080.016,19824552.6111,19975998.5069,19704851.5091,19803487.8364,19858314.5182,20200016.3342,20360829.9191,20129461.516,20414601.9911,19928869.3364,19623960.4315,21186508.3148,20074634.8342,18653876.9551,18698530.7075,20753275.5835,18831059.4461,18979348.6531,18869024.6397,18922978.848,19208579.7373,18764316.4496,19037128.5507,19192539.6533,19046091.6496,18935767.6362,18546142.3059,18446577.266,16746593.5682,16706740.061,16680540.8641,16627060.8803,16507052.7695,16533251.9665,17450160.5162,16598010.0596,16549511.1786,16658241.1801,16618387.6729,16794603.5668,16595542.3871,16666914.3875,16676041.6733,17758680.1379,18118549.0251,17794557.5364,17940483.9405,18216881.3322,18300352.8277,17976361.339,18387589.2261,18661490.1084,18692925.0393,18574253.7099,18062537.3385,17946522.2316,17971920.0357,18250262.2212,17401166.8283,18490782.2145,17474215.0562,17286363.1364,17880733.5359,18479686.3058,18612027.0055,16547015.6724,16429505.6735,16444899.5783,16453572.7858,16558184.3861,18205785.4236,17790116.2331,17764718.429,17013378.0878,16970777.2839,16919586.0182,16920453.3909,17238739.2797,16963054.1948,16872394.5947,16829793.7908,17077365.5845,17119966.3883,16914780.0999,16872179.296,17338643.2833,17170290.2814,17127689.4775,19175979.2327,19088967.8331,19348414.8309,19213154.9348,17615106.0409,17607307.8409,17579168.8433,17512849.242,17512764.6413,17607223.2402,23983888.6519,20747785.4613,21027258.4611,21288224.2821,21265280.3825,19416298.6879,19298346.8933,19495381.5937,19314089.2108,19464705.4032,19283413.0203,22375174.872,22347415.1719,22427358.6694,22434914.5653,22451580.756,22430368.2522,22788970.2129,22690245.8461,22580215.3314,22340357.1328,22339258.8887,22336509.764,22393564.8473,22832836.1908,25616932.7831,24350169.0597,24448866.2648,22411515.1326,24277228.6343,22849026.9497,22725931.1586,23225213.0479,23204000.544,23080904.753,21228534.4803,20946916.7322,20739230.7421,20950453.6483,23419097.1785,23156967.055,23597208.9782,23419412.5665,23618421.482,24091824.9461,23538646.7575,23121068.537,19374418.378,25363576.2753,25023945.9736,27968430.654

45656.0000408,45481.7000549,45481.7000549,45656.0000408,45663.5000398,45489.2000539,45443.6000516,45499.3000543,45499.3000543,45443.6000516,45420.0000403,45420.0000403,45461.2000511,45854.6000392,45731.1000454,45284.8000963,45617.9000375,45538.6000235,45617.9000375,45576.7000268,45658.1000359,45846.8000281,46160.6000245,45511.9000752,45820.8000443,45900.1000426,45675.3000405,45754.6000388,45591.2000735,45876.8000381,45999.9000261,46237.0000389,45617.2000573,45731.3000343,45567.900069,46160.6000245,45617.2000573,46131.5000236,46052.3000381,45984.1000278,45701.3000243,45780.6000226,45918.8000262,46028.9000142,48450.6999896,48579.9999616,48450.7999897,48474.5999908,46475.7999737,46669.6999538,46523.0999477,46851.1999462,46590.1999481,46771.6999404,47044.0999277,46183.2999732,46325.2999294,46704.5999401,46301.5999858,46496.8999469,46380.1999447,46238.1999886,46824.9999454,46485.8999512,46667.3999436,46275.3999851,46678.3999393,46333.8000176,48578.9999678,46854.6999404,46708.0999343,46526.599942,46673.1999481,46558.7999737,46740.2999661,46681.8999336,46625.0999343,46417.3999412,46362.999933,46443.599942,46354.0999095,46598.8999336,46828.4999397,45973.5999691,46500.3999412,47759.9001172,47575.7000482,46223.4000933,47480.499995,47371.6999943,47478.8999913,47452.4000032,47206.2000182,47558.3999956,47363.600023,47221.9999769,47293.7999938,47400.9999907,47837.7000873,47902.3001058,51136.5998719,51161.399893,51237.3998907,51305.9999011,51679.3998868,51603.3998892,49419.0999553,51433.499902,51553.8998864,51281.7998774,51306.5998986,51051.9999025,51534.0998862,51281.1998799,51238.999902,48427.7000163,48088.5000145,48316.5000212,48273.2000115,48009.0000012,47934.0000098,48162.0000165,47911.6000135,47742.3000305,47725.6000464,47764.7000268,48140.2000124,48249.0000203,48226.8000181,47992.7000334,49419.7999494,47839.7000182,49324.9999273,49885.6999404,48294.7000172,47896.8000352,47760.8000185,51559.4999049,52095.9998758,51748.5998948,51747.9998972,51553.2998888,48066.1000183,48381.3000228,48403.500025,50381.7998788,50515.1998813,50785.3998811,50680.2998779,50008.9998543,50546.8998754,50812.6998856,50946.0998881,50336.399843,50202.9998405,50805.8998845,50939.2998869,49843.0998375,50037.8998439,50171.2998464,47243.0998833,47246.2998879,47070.7998898,47171.3999035,48952.9000442,49021.5999653,49033.1999333,49174.3999422,49177.5999696,49024.2999885,44993.0000856,46224.2000692,46046.4000585,45917.4000509,45946.6000574,47010.9000876,47091.1001093,46912.7001002,47089.3001082,46993.1000931,47169.7001011,45429.2000554,45429.2000573,45375.400048,45350.8000538,45350.0001047,45365.4001052,45235.8500373,45299.2000649,45302.7000763,45435.8000424,45436.5000198,45439.2000148,45428.1000526,45215.5000622,44701.7000892,44914.2000735,44865.9000862,45401.850023,44938.2000473,45162.5000603,45240.900059,45089.1000535,45104.5000541,45156.9000566,45958.5000446,46110.9000328,46235.1000273,46068.7000363,45083.3000824,45121.3000515,45011.7000844,45073.0000727,44996.3000839,44941.8000543,45059.700074,45151.9000442,47069.9000371,44798.1000311,44833.3000329,44699.3000534
--------------------------------
24 3 28 9 7 4 25 17 13 11 16 18 22 29 2 12 19 15 10 21 26 5 1 27 20 8 0 23 6 14 	11 5 5 9 	3 3.5 
24 3 28 9 7 4 17 25 13 11 16 18 22 29 2 12 19 15 10 21 26 5 1 27 20 8 0 23 6 14 	11 5 5 9 	3 3.5 
24 3 28 9 7 4 17 25 13 11 16 18 22 29 2 12 19 15 10 21 26 5 1 27 20 8 0 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 9 7 4 25 17 13 11 16 18 22 29 2 12 19 15 10 21 26 5 1 27 20 8 0 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 9 7 4 25 17 13 11 16 18 22 29 2 12 19 15 10 21 26 5 1 27 20 8 0 23 6 14 	11 5 5 9 	3.85000038147 3.5 
24 3 28 9 7 4 17 25 13 11 16 18 22 29 2 12 19 15 10 21 26 5 1 27 20 8 0 23 6 14 	11 5 5 9 	3.85000038147 3.5 
24 3 28 9 7 4 17 25 13 11 16 18 22 29 2 12 19 15 10 21 26 5 1 27 8 20 0 23 6 14 	11 5 5 9 	3 3.5 
24 3 9 28 7 4 17 25 13 11 16 18 22 29 2 12 19 15 10 21 26 5 1 27 20 8 0 23 6 14 	11 5 5 9 	3 3.5 
24 3 9 28 7 4 17 25 13 11 16 18 22 29 2 12 19 15 10 21 26 5 1 27 20 8 0 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 9 7 4 17 25 13 11 16 18 22 29 2 12 19 15 10 21 26 5 1 27 8 20 0 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 9 28 7 4 17 25 13 11 16 18 22 29 2 12 19 15 10 14 26 5 1 27 20 8 0 23 6 21 	11 5 5 9 	2.99999999999 3.5 
24 3 9 28 7 4 17 25 13 11 16 18 22 29 2 12 19 15 10 14 26 5 1 27 20 8 0 23 6 21 	11 5 5 9 	3 3.5 
24 3 9 28 7 4 17 25 13 11 16 18 22 29 2 12 19 15 10 21 26 5 1 27 8 20 0 23 6 14 	11 5 5 9 	3 3.5 
24 3 28 25 4 12 17 15 13 11 16 18 22 29 7 2 19 27 10 21 26 5 1 9 8 20 0 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 4 7 25 17 15 13 11 16 18 22 29 2 12 19 27 10 21 26 5 1 9 20 8 0 23 6 14 	11 5 5 9 	3 3.5 
24 3 28 9 7 4 17 25 13 16 11 18 22 29 2 12 19 15 10 21 26 5 1 27 8 20 0 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 9 7 4 25 17 13 11 16 18 22 29 2 12 19 15 10 21 26 5 1 27 8 20 0 23 6 14 	11 5 5 9 	3 3.5 
24 3 28 9 7 4 25 17 13 11 16 18 22 29 2 12 19 15 10 14 26 5 1 27 8 20 0 23 6 21 	11 5 5 9 	3 3.5 
24 3 28 9 7 4 25 17 13 11 16 18 22 29 2 12 19 15 10 21 26 5 1 27 8 20 0 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 9 7 4 25 17 13 11 16 18 22 29 2 12 19 15 10 14 26 5 1 27 20 8 0 23 6 21 	11 5 5 9 	3 3.5 
24 3 28 7 4 25 17 15 13 11 16 18 22 29 12 2 19 27 10 21 26 5 1 9 20 8 0 23 6 14 	11 5 5 9 	3 3.5 
24 3 28 7 4 25 15 17 13 11 16 18 22 29 2 12 19 10 27 21 26 5 1 9 20 8 0 23 6 14 	11 5 5 9 	3 3.5 
24 3 28 7 25 4 15 17 13 11 16 18 22 29 2 12 19 10 27 21 26 5 1 9 20 0 8 23 6 14 	11 5 5 9 	3 3.5 
24 3 28 7 4 25 17 15 13 16 11 18 22 29 2 12 19 27 10 21 26 5 1 9 20 8 0 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 7 4 25 15 17 13 11 16 18 22 29 2 12 19 27 10 21 26 5 1 9 20 8 0 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 7 25 4 15 17 13 11 16 18 22 29 2 12 19 27 10 21 26 5 1 9 20 8 0 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 7 4 25 17 15 13 11 16 18 22 29 2 12 19 27 10 21 26 5 1 9 20 8 0 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 7 25 4 17 15 13 11 16 18 22 29 2 12 19 27 10 21 26 5 1 9 20 8 0 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 7 25 4 17 15 13 16 11 18 22 29 2 12 19 27 10 21 26 5 1 9 20 8 0 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 7 25 4 15 17 13 11 16 18 22 29 2 12 19 27 10 21 26 5 1 9 8 20 0 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 7 25 4 17 15 13 11 16 18 22 29 2 12 19 27 10 21 26 5 1 9 20 0 8 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 7 25 4 15 17 13 11 16 18 22 29 2 19 12 27 10 21 26 5 1 9 20 0 8 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 7 25 4 17 15 13 16 11 18 22 29 2 12 19 10 27 21 26 5 1 9 20 8 0 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 7 25 4 17 15 13 11 16 18 22 29 2 12 19 27 10 21 26 5 1 9 8 20 0 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 7 25 4 17 15 13 16 11 18 22 29 2 12 19 27 10 21 26 5 1 9 8 20 0 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 7 25 4 15 17 13 11 16 18 22 29 2 12 19 10 27 21 26 5 1 9 20 0 8 23 6 14 	11 5 5 9 	2.99999999999 3.5 
24 3 28 7 25 4 17 15 13 16 11 18 22 29 2 12 19 10 27 21 26 5 1 9 20 8 0 23 6 14 	11 5 5 9 	3 3.5 
24 3 28 7 25 19 17 15 13 11 16 18 22 29 2 4 12 27 10 21 26 5 1 9 20 0 8 23 6 14 	11 5 5 9 	3 3.5 
24 3 28 7 4 25 15 17 13 11 16 18 22 29 2 12 19 27 10 21 26 5 1 9 20 0 8 23 6 14 	11 5 5 9 	3 3.5 
24 3 28 7 4 25 17 15 13 11 16 18 22 29 2 19 12 27 10 21 26 5 1 9 20 0 8 23 6 14 	11 5 5 9 	3 3.5 
24 3 28 7 4 25 17 15 13 11 16 18 22 29 2 12 19 10 27 21 26 5 1 9 20 8 0 23 6 14 	11 5 5 9 	3 3.5 
24 3 28 7 25 4 17 15 13 11 16 18 22 29 2 12 19 10 27 21 26 5 1 9 20 8 0 23 6 14 	11 5 5 9 	3 3.5 
24 3 28 7 25 19 17 15 13 11 16 18 22 29 2 4 12 27 10 21 26 5 1 9 20 8 0 23 6 14 	11 5 5 9 	3 3.5 
24 3 28 7 25 4 17 15 13 11 16 18 22 29 2 12 19 10 27 21 26 5 1 9 20 0 8 23 6 14 	11 5 5 9 	3 3.5 
24 28 25 7 29 2 8 0 20 14 18 22 9 15 19 10 23 1 6 26 16 11 27 4 17 12 13 3 5 21 	10 5 5 10 	4.19999933243 3.5 
24 28 25 7 29 2 8 0 20 14 18 27 22 15 19 10 23 1 6 26 16 11 9 4 12 17 13 3 5 21 	10 5 5 10 	3 3.5 
24 28 25 7 29 2 8 0 20 14 18 22 9 15 19 10 23 1 6 26 16 11 27 4 17 12 13 3 5 21 	10 5 5 10 	4.29999947548 3.5 
24 28 25 7 29 2 8 0 20 14 18 22 9 15 19 10 23 1 6 26 16 11 27 4 12 17 13 3 5 21 	10 5 5 10 	4.29999947548 3.5 
5 18 22 28 10 23 8 2 1 20 24 3 25 7 4 19 9 29 0 14 16 11 13 17 12 15 27 21 6 26 	10 5 5 10 	3 3.5 
18 5 22 28 9 10 23 8 1 20 24 3 25 7 4 19 2 29 0 14 16 11 13 17 12 15 27 21 6 26 	10 5 5 10 	2.99999999999 3.5 
18 5 22 28 9 10 8 23 1 20 24 3 25 7 4 19 2 29 0 14 16 11 13 17 12 15 27 21 6 26 	10 5 5 10 	2.99999999999 3.5 
18 5 28 22 9 10 23 8 1 20 24 3 25 7 4 19 2 29 0 14 16 11 13 17 12 15 27 21 6 26 	10 5 5 10 	2.99999999999 3.5 
5 18 22 28 9 10 23 8 1 20 24 3 25 7 4 19 2 29 0 14 16 11 13 17 12 15 27 21 6 26 	10 5 5 10 	2.99999999999 3.5 
5 18 28 22 9 10 23 8 1 20 24 3 25 7 4 19 2 29 0 14 16 11 13 17 12 15 27 21 6 26 	10 5 5 10 	2.99999999999 3.5 
5 18 28 22 9 10 23 8 1 20 3 24 25 7 4 19 2 29 0 14 16 11 13 17 12 15 27 21 6 26 	10 5 5 10 	2.99999999999 3.5 
18 5 22 28 9 10 8 23 1 20 24 3 25 7 4 19 2 29 0 14 11 16 13 17 15 12 27 21 6 26 	10 5 5 10 	2.99999999999 3.5 
5 18 22 28 9 10 8 23 1 20 24 3 25 7 4 19 2 29 0 14 16 11 13 17 15 12 27 21 6 26 	10 5 5 10 	3 3.5 
18 5 28 22 9 10 8 23 1 20 24 3 25 7 4 19 2 29 0 14 16 11 13 17 12 15 27 21 6 26 	10 5 5 10 	3 3.5 
18 5 22 28 9 10 8 23 1 20 24 3 25 7 4 19 2 29 0 14 11 16 13 17 12 15 27 21 6 26 	10 5 5 10 	2.99999999999 3.5 
18 5 22 28 9 10 8 23 1 20 24 3 25 4 7 19 2 29 0 14 16 11 13 17 12 15 27 21 6 26 	10 5 5 10 	2.99999999999 3.5 
5 18 22 28 10 23 8 9 1 20 24 3 25 4 7 19 2 29 0 14 16 11 13 17 12 15 27 21 6 26 	10 5 5 10 	3 3.5 
