--------------------------------
time is:3582.53125
----------------------------------------
optimal value:1313089.84023
----------------------------------------
room location
1.89961041472e-009  0  14.8500003923  0  4.550000192  0  0  34.2500004758  0  24.6000003805  0  0  5.13033476812e-009  0  -2.87406486505e-009  
-1.02117105882e-008  37.6500003288  0  22.8000004169  0  -1.02117102733e-008  -1.02117105882e-008  0  0  -1.71151895521e-008  30.2000003891  14.8500003803  0  -1.02117102733e-008  0  
16.8499999057  -1.8211700592e-008  -1.20503230908e-008  3.04402200071e-009  5.26483745489e-010  49.6999993264  5  -1.5211718596e-008  37.099999647  1.39034585417e-008  0  0  26.1999997939  44.6499993741  30.5499998228  
 以上——————————————————以下zijr
0  0  2.77315392871e-010  0  0  0  0  -7.29924484634e-011  0  0  0  0  0  0  -1.84827324495e-010  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  1.00000000028  0  0  0  0  1  0  0.999999999768  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  2.77315392871e-010  0  0  0  0  1  0  0  0  0  5.54630785743e-010  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  2.77315392871e-010  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  -1.84827324495e-010  0  0  0  0  0  0  0  0  0  0  0  0  

0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  1  0  0  1.67714716511e-010  0  0  0  0  0  0.999999999832  0  0  0  0  
0  0  0  0  0  0  0  1.67714716511e-010  0  0  1.67714716511e-010  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  1.67714716511e-010  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  1  0  0.999999999832  1.67714716511e-010  0  0  0  0  0  1  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  

0  0  -2.77315392871e-010  0  -5.54630785743e-010  0.999999999723  0  -2.66578316983e-010  1.00000000004  0  0  0  0.999999999824  1  1  
0  0  0  0  -4.45030109382e-010  2.49590615573e-011  0  0  0  1.83159234756e-009  0  0  0  2.15898041498e-010  0  
0  0  0  0  0  -2.77315392871e-010  0  -2.77315392871e-010  0  -2.77315392871e-010  0  0  -2.77315392871e-010  -2.77315392871e-010  -2.77315392871e-010  
1.67714716511e-010  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  -4.45030109382e-010  0  0  0  0  -6.31040564131e-010  -1.84337897957e-009  -7.86417770996e-010  0  0  -5.54630785743e-010  -2.77315392871e-010  0  
0  -2.49590615573e-011  0  0  -2.77315392871e-010  0  0  0  0  -2.77315392871e-010  0  0  -2.77315392871e-010  0  0  
1  0  0  0  0  1  0  0  1  0  0  0  1  1  1  
9.65869625684e-010  0  0  0  3.53725171259e-010  0  0  0  0  4.04886406347e-010  0  0  -2.77315392871e-010  0  -5.79933498598e-010  
0  0  -2.77315392871e-010  1.67714716511e-010  1.39834887019e-009  1  0  0  0  0  0  0  0  1  0  
-5.54630785743e-010  -2.10890774043e-009  0  0  0  0  0  -6.82201799218e-010  -2.77315392871e-010  0  0  0  0  -2.77315392871e-010  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
-3.78719619479e-010  0  0  0  0  1  0  0  0.999999999723  0  0  0  0  0.999999999723  0.999999999813  
-2.77315392871e-010  -2.15898041498e-010  0  1.67714716511e-010  0  1  0  0  0  0  0  0  0  0  0  
-2.77315392871e-010  0  0  0  -9.24880683763e-011  1.00000000018  0  7.64760823094e-010  1.00000000018  -9.24880683763e-011  0  0  9.49527722503e-011  1.00000000018  0  

----------------------------------------以下qin
0  0  0  0  
0  0  0  1  
0  0  0  0  
0  1  0  -1.67714716511e-010  
0  0  1.67714716511e-010  0  
0  0  0  0  
0  -1.67714716511e-010  0  1.67714716511e-010  
0  0  0  0  
0  0  0  0  
0  0  0  0  
0  0  1  0  
1  1.67714716511e-010  -1.67714716511e-010  0  
0  0  0  0  
0  0  0  0  
0  0  0  0  
----------------------------------------以下xir
2.77315392871e-010  0  1.00000000028  0  1.00000000028  0  0  1  0  1.00000000028  0  0  2.77315392871e-010  0  -1.84827324495e-010  
0  1  0  0.999999999832  1.67714716511e-010  0  0  0  0  0  1  1  0  0  0  
0.999999999723  0  -2.77315392871e-010  1.67714716511e-010  -4.45030109382e-010  1  1  0  1  -2.77315392871e-010  0  0  0.999999999723  1  1.00000000018  
best answer1313089.84023
flow answer:1265179.8895
adj answer:6198.99995978
